0.000000000000000000e+00;1.118906400321390514e-02
1.000000000000000000e+00;1.006591876922926024e-03
2.000000000000000000e+00;-2.122830217119830391e-03
3.000000000000000000e+00;-3.869397436369013954e-04
4.000000000000000000e+00;-2.703252212138500948e-03
5.000000000000000000e+00;-8.224589060092376419e-03
6.000000000000000000e+00;-1.620676691733646119e-02
7.000000000000000000e+00;-2.603727107738661867e-02
8.000000000000000000e+00;-3.724684772625520834e-02
9.000000000000000000e+00;-4.951716788689848603e-02
1.000000000000000000e+01;-6.268257772068253075e-02
1.100000000000000000e+01;-7.670090260282595718e-02
1.200000000000000000e+01;-9.153006592060945745e-02
1.300000000000000000e+01;-1.068389732733797115e-01
1.400000000000000000e+01;-1.216600215330427281e-01
1.500000000000000000e+01;-1.344970634371384643e-01
1.600000000000000000e+01;-1.443287951848356843e-01
1.700000000000000000e+01;-1.517076318580685979e-01
1.800000000000000000e+01;-1.584573156567422036e-01
1.900000000000000000e+01;-1.661795920411762717e-01
2.000000000000000000e+01;-1.753384161438625855e-01
2.100000000000000000e+01;-1.855625669020579127e-01
2.200000000000000000e+01;-1.963084441486637188e-01
2.300000000000000000e+01;-2.071990407508208509e-01
2.400000000000000000e+01;-2.180533240385013338e-01
2.500000000000000000e+01;-2.288138328686640244e-01
2.600000000000000000e+01;-2.394805897132701034e-01
2.700000000000000000e+01;-2.500724933687347162e-01
2.800000000000000000e+01;-2.606093066866077002e-01
2.900000000000000000e+01;-2.711053550130158585e-01
3.000000000000000000e+01;-2.815692987222117027e-01
3.100000000000000000e+01;-2.920067821531371344e-01
3.200000000000000000e+01;-3.024238767244299408e-01
3.300000000000000000e+01;-3.128295543347655583e-01
3.400000000000000000e+01;-3.232359064234954782e-01
3.500000000000000000e+01;-3.336558531475500855e-01
3.600000000000000000e+01;-3.440992157318203959e-01
3.700000000000000000e+01;-3.545686480535424900e-01
3.800000000000000000e+01;-3.650567734918805929e-01
3.900000000000000000e+01;-3.755453288261955680e-01
4.000000000000000000e+01;-3.860066412556694693e-01
4.100000000000000000e+01;-3.964074527521571634e-01
4.200000000000000000e+01;-4.067147437409887045e-01
4.300000000000000000e+01;-4.169026276578327583e-01
4.400000000000000000e+01;-4.269587324756429214e-01
4.500000000000000000e+01;-4.368881807971645159e-01
4.600000000000000000e+01;-4.467137177379000290e-01
4.700000000000000000e+01;-4.564716932050515430e-01
4.800000000000000000e+01;-4.662049677055425390e-01
4.900000000000000000e+01;-4.759547385642103334e-01
5.000000000000000000e+01;-4.857535038108715675e-01
5.100000000000000000e+01;-4.956210929281925082e-01
5.200000000000000000e+01;-5.055651284525967126e-01
5.300000000000000000e+01;-5.155862007197560271e-01
5.400000000000000000e+01;-5.256860111779986244e-01
5.500000000000000000e+01;-5.358743709367786989e-01
5.600000000000000000e+01;-5.461703039623504452e-01
5.700000000000000000e+01;-5.565950235902631382e-01
5.800000000000000000e+01;-5.671586055087163292e-01
5.900000000000000000e+01;-5.778447020107059240e-01
6.000000000000000000e+01;-5.885975834448249344e-01
6.100000000000000000e+01;-5.993147666698733778e-01
6.200000000000000000e+01;-6.098480917066624318e-01
6.300000000000000000e+01;-6.200157262795630286e-01
6.400000000000000000e+01;-6.296242364540872716e-01
6.500000000000000000e+01;-6.384860607804312416e-01
6.600000000000000000e+01;-6.463798912149838483e-01
6.700000000000000000e+01;-6.528444878408298235e-01
6.800000000000000000e+01;-6.567316971900393208e-01
6.900000000000000000e+01;-6.557250142081768596e-01
7.000000000000000000e+01;-6.462280435574540016e-01
7.100000000000000000e+01;-6.235861975903753684e-01
7.200000000000000000e+01;-5.821134244272794245e-01
7.300000000000000000e+01;-5.147021300612284467e-01
7.400000000000000000e+01;-4.122447767820137665e-01
7.500000000000000000e+01;-2.630161687565990003e-01
7.600000000000000000e+01;-5.196094957255337210e-02
7.700000000000000000e+01;2.402002990886741296e-01
7.800000000000000000e+01;1.607059660578354920e-01
7.900000000000000000e+01;-9.291178052459880821e-02
