0.000000000000000000e+00;3.993638604004737580e+00
1.000000000000000000e+00;3.676616790463089757e+00
2.000000000000000000e+00;3.338299451550761354e+00
3.000000000000000000e+00;2.999676380551823396e+00
4.000000000000000000e+00;2.675468238993662595e+00
5.000000000000000000e+00;2.375282305757423273e+00
6.000000000000000000e+00;2.104704957745343830e+00
7.000000000000000000e+00;1.866250328096890509e+00
8.000000000000000000e+00;1.660138400496431466e+00
9.000000000000000000e+00;1.484891399203431162e+00
1.000000000000000000e+01;1.337738804128371539e+00
1.100000000000000000e+01;1.214822669189067117e+00
1.200000000000000000e+01;1.111220696164471722e+00
1.300000000000000000e+01;1.020908303913437454e+00
1.400000000000000000e+01;9.370244551190217708e-01
1.500000000000000000e+01;8.530543050202502586e-01
1.600000000000000000e+01;7.650971701673620062e-01
1.700000000000000000e+01;6.737231187291453649e-01
1.800000000000000000e+01;5.831628071590760909e-01
1.900000000000000000e+01;4.982742714425441588e-01
2.000000000000000000e+01;4.221856781577004170e-01
2.100000000000000000e+01;3.559331979678690971e-01
2.200000000000000000e+01;2.991934460042669497e-01
2.300000000000000000e+01;2.510602652444292593e-01
2.400000000000000000e+01;2.105110334940349659e-01
2.500000000000000000e+01;1.766060992616669545e-01
2.600000000000000000e+01;1.485401935738076273e-01
2.700000000000000000e+01;1.256311032640706482e-01
2.800000000000000000e+01;1.072907988014546871e-01
2.900000000000000000e+01;9.299881842727221459e-02
3.000000000000000000e+01;8.228431031889549274e-02
3.100000000000000000e+01;7.471603314608926683e-02
3.200000000000000000e+01;6.989646426070547647e-02
3.300000000000000000e+01;6.745500478266751310e-02
3.400000000000000000e+01;6.703672090328609279e-02
3.500000000000000000e+01;6.828623037250089456e-02
3.600000000000000000e+01;7.082996778501611523e-02
3.700000000000000000e+01;7.426235118627844134e-02
3.800000000000000000e+01;7.814145751175115284e-02
3.900000000000000000e+01;8.199806819740654285e-02
4.000000000000000000e+01;8.535925125282584069e-02
4.100000000000000000e+01;8.778462042396155407e-02
4.200000000000000000e+01;8.891034556908515574e-02
4.300000000000000000e+01;8.849326220766150219e-02
4.400000000000000000e+01;8.644582419108004512e-02
4.500000000000000000e+01;8.285315565312437180e-02
4.600000000000000000e+01;7.796663552417876231e-02
4.700000000000000000e+01;7.217374018821744175e-02
4.800000000000000000e+01;6.594961235339258376e-02
4.900000000000000000e+01;5.980003662857379110e-02
5.000000000000000000e+01;5.420691151183369694e-02
5.100000000000000000e+01;4.958574274337756299e-02
5.200000000000000000e+01;4.626064311214202890e-02
5.300000000000000000e+01;4.445644039403608139e-02
5.400000000000000000e+01;4.430086783480793877e-02
5.500000000000000000e+01;4.582508630437316655e-02
5.600000000000000000e+01;4.895183486434082770e-02
5.700000000000000000e+01;5.346893263169328475e-02
5.800000000000000000e+01;5.899780381636561544e-02
5.900000000000000000e+01;6.497552007040056921e-02
6.000000000000000000e+01;7.067117631057749649e-02
6.100000000000000000e+01;7.525386716367685191e-02
6.200000000000000000e+01;7.792252429342240438e-02
6.300000000000000000e+01;7.809714997761035837e-02
6.400000000000000000e+01;7.565666471962186057e-02
6.500000000000000000e+01;7.119261749554806062e-02
6.600000000000000000e+01;6.624329731324683779e-02
6.700000000000000000e+01;6.352144640383831919e-02
6.800000000000000000e+01;6.734523196761475761e-02
6.900000000000000000e+01;8.488390359383517214e-02
7.000000000000000000e+01;1.290487480878985682e-01
7.100000000000000000e+01;2.231942707668737591e-01
7.200000000000000000e+01;4.070338674298326631e-01
7.300000000000000000e+01;7.436740455777063330e-01
7.400000000000000000e+01;1.328419486001688243e+00
7.500000000000000000e+01;2.300115316011916544e+00
7.600000000000000000e+01;3.855770078554352498e+00
7.700000000000000000e+01;6.269333621093112541e+00
7.800000000000000000e+01;9.915745459323392907e+00
7.900000000000000000e+01;1.530167421343741374e+01
